Sketchfab_URL,SketchfabImg_URL
https://sketchfab.com/3d-models/dinosaur-fossil-notom-road-04d4c1d414f7437280d82d47c49f357b,https://media.sketchfab.com/models/04d4c1d414f7437280d82d47c49f357b/thumbnails/94424174feb6417ba177bb099ac2565a/d0d5a8e6cf5b4cc49dc03da9ba5186a1.jpeg
https://sketchfab.com/3d-models/canyonlands-dinosaur-fossil-chinle-53634b392fce4450a34b50dafb4772e7,https://media.sketchfab.com/models/53634b392fce4450a34b50dafb4772e7/thumbnails/cff6b96551a44c9780408463ec115f86/cf865753a06a4dd9ba18e2f261589613.jpeg
https://sketchfab.com/3d-models/trilobite-hamatolenus-myopsolenus-sp-794ed076d61e4743b7a9a085696bf5b7,https://media.sketchfab.com/models/794ed076d61e4743b7a9a085696bf5b7/thumbnails/fd422b8545a34a6a921d33b6c390fcec/5d21dbf213ee457383cd2caec60033d0.jpeg
https://sketchfab.com/3d-models/daemonosaurus-chauliodus-cm-76821-skull-9c33051987624226b3c3535233eb202a,https://media.sketchfab.com/models/9c33051987624226b3c3535233eb202a/thumbnails/92bf34075ffd448ba8e161f93ba6a625/1b49f0d7b7214315a87bd5d42363852d.jpeg
https://sketchfab.com/3d-models/diplodocus-skeletons-db229ffeb192418081db2c33ca97295c,https://media.sketchfab.com/models/db229ffeb192418081db2c33ca97295c/thumbnails/f65d84f71fa845188c15e8bfc2bedd29/d213ba7e1af34df5addaa0882fc30e6b.jpeg
https://sketchfab.com/3d-models/titanosaurus-cc65ea57a17e48b790bcd8bda9d0524a,https://media.sketchfab.com/models/cc65ea57a17e48b790bcd8bda9d0524a/thumbnails/c6021b93bf6c4dbb9bc3362fa365a9c6/68947df7c2364f1bbdfb8d9390771b5b.jpeg
https://sketchfab.com/3d-models/triceratops-horridus-marsh-e9c507f179ed4455aac3b208c9e6c973,https://media.sketchfab.com/models/e9c507f179ed4455aac3b208c9e6c973/thumbnails/31fe22710a1a40ca84c806833d8cf3ef/b75b80421b59411f932ac97c4cd550f3.jpeg
https://sketchfab.com/3d-models/puzzle-4d-dinosaur-tooth-tyrannosaurus-rex-7646e01a3dfb46ad9caa314dfad90e4c,https://media.sketchfab.com/models/7646e01a3dfb46ad9caa314dfad90e4c/thumbnails/15bfb887a69d42559ffcc188f86258ed/d6bcdf5c3d2a4d83abb04f963d2a5646.jpeg
https://sketchfab.com/3d-models/vertebrate-tyrannosaurus-rex-skull-mote-cf48487de55d454b8adc92dce2840a0d,https://media.sketchfab.com/models/cf48487de55d454b8adc92dce2840a0d/thumbnails/87915ad0433c40ad99c28b92e128ed67/47106ed350b948609b9b6c34fd51f178.jpeg
https://sketchfab.com/3d-models/theropod-dinosaur-rib-bone-bf81b616f3d0476f99099521858e79e2,https://media.sketchfab.com/models/bf81b616f3d0476f99099521858e79e2/thumbnails/a229cbb5e9614a4cb2a43df528818cac/7a19680cc5bc40dd9a2c25328f447c0b.jpeg
https://sketchfab.com/3d-models/simple-stegosaurus-skeleton-795e5ee9eb8845259ac6a04a63c7e23f,https://media.sketchfab.com/models/795e5ee9eb8845259ac6a04a63c7e23f/thumbnails/4e5821a457ed4fefa78b35ce8b47fc3f/70ae6c9934cf4e7f828292036e680205.jpeg
https://sketchfab.com/3d-models/triassic-dinosaur-tracks-e3ddc035f8d849a3b6875da27a2bced4,https://media.sketchfab.com/models/e3ddc035f8d849a3b6875da27a2bced4/thumbnails/c1407a12c27540389ec487a9abfcc103/9206939bd6d840cf8f50aabbaa5bcffe.jpeg
https://sketchfab.com/3d-models/triceratops-horridus-skull-3b8e2aff55f0455bb094a634eb209e46,https://media.sketchfab.com/models/3b8e2aff55f0455bb094a634eb209e46/thumbnails/cb413a28b878459490fdf15d6e7cda4d/f6f469f6ff7440d2999eb130e31bdfbe.jpeg
https://sketchfab.com/3d-models/museum-of-natural-history-fossils-d96f69305db641d5bb33dd3b903f8e31,https://media.sketchfab.com/models/d96f69305db641d5bb33dd3b903f8e31/thumbnails/a15d11f89baf4cb990ba885317c56b95/eea8e42f757343a5b3658374ecade057.jpeg
https://sketchfab.com/3d-models/fasolasuchus-f4509632e4cb46e7a35501abcfad0308,https://media.sketchfab.com/models/f4509632e4cb46e7a35501abcfad0308/thumbnails/5c5119295d644f7fbf10d8ad8558fb4f/640x360.jpeg
https://sketchfab.com/3d-models/bone-2-c173ed821f7c437aa8e9757e9553c6a8,https://media.sketchfab.com/models/c173ed821f7c437aa8e9757e9553c6a8/thumbnails/e0d6a5c9b4824c7b82bf234ccf370e29/32be4ec3fcfc4d1cbfd6f49cf99a964b.jpeg
https://sketchfab.com/3d-models/ornithocheirus-02d6ca0e98db474fa307b877ad2db90b,https://media.sketchfab.com/models/02d6ca0e98db474fa307b877ad2db90b/thumbnails/3baf94abfb42468a923bf68f9f46f992/22880b67edd64983abf253cd52beeab6.jpeg
